Player_Rank_Salary,Player_Name,Team_Salary,Salary_2025,Guaranteed_Salary,player_id,Player_Rank_Stats,Age,Team,Pos,FG,FG_Percent,ThreeP,ThreeP_Percent,TwoP,TwoP_Percent,eFG_Percent,FT,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,PTS,Awards,Log_Salary_2025
276,Nikola Jović,MIA,4445417.0,$66845417,jovicni01,313,22,MIA,PF,2.4,0.366,1.0,0.269,1.5,0.476,0.438,1.5,0.683,0.5,2.7,3.3,2.2,0.6,0.4,7.3,,15.307384235803292
277,Kel'el Ware,MIA,4443360.0,$9098280,wareke01,186,21,MIA,C,4.5,0.53,1.2,0.395,3.3,0.606,0.601,0.9,0.74,2.8,6.2,9.0,0.7,0.8,1.1,11.1,,15.306921404969147
278,Yang Hansen,POR,4422360.0,$9065880,yangha01,524,20,POR,C,0.7,0.31,0.1,0.119,0.6,0.448,0.335,0.7,0.824,0.5,1.1,1.5,0.5,0.1,0.2,2.2,,15.30218404821201
279,Peyton Watson,DEN,4356476.0,$4356476,watsope01,106,23,DEN,SF,5.3,0.491,1.5,0.411,3.8,0.531,0.56,2.6,0.73,0.9,4.0,4.9,2.1,0.9,1.1,14.6,,15.287174031628778
280,Miles McBride,NYK,4333333.0,$8289856,mcbrimi01,161,25,NYK,SG,4.2,0.423,2.7,0.413,1.4,0.444,0.562,0.9,0.787,0.6,1.9,2.4,2.6,0.9,0.2,12.0,,15.281847549834621
281,Keyonte George,UTA,4278960.0,$10842885,georgke01,23,22,UTA,PG,7.4,0.456,2.5,0.371,5.0,0.515,0.532,6.2,0.892,0.4,3.3,3.7,6.1,1.1,0.3,23.6,,15.269220547376761
282,Jared McCain,OKC,4221360.0,$8643960,mccaija01,267,21,2TM,SG,3.0,0.425,1.5,0.385,1.6,0.471,0.528,0.8,0.864,0.3,1.7,2.0,1.3,0.5,0.1,8.3,,15.255667908974315
282,Jared McCain,OKC,4221360.0,$8643960,mccaija01,267,21,PHI,SG,2.4,0.385,1.2,0.378,1.2,0.393,0.483,0.6,0.88,0.2,1.9,2.0,1.7,0.6,0.1,6.6,,15.255667908974315
282,Jared McCain,OKC,4221360.0,$8643960,mccaija01,267,21,OKC,SG,3.8,0.462,1.8,0.391,2.0,0.55,0.57,1.0,0.853,0.6,1.5,2.1,0.9,0.4,0.1,10.4,,15.255667908974315
283,Joan Beringer,MIN,4201080.0,$8612280,berinjo01,453,19,MIN,PF,1.6,0.663,0.0,,1.6,0.663,0.663,0.7,0.703,1.1,1.2,2.3,0.3,0.2,0.7,3.9,,15.25085219305518
284,Kevin Love,UTA,4150000.0,$4150000,loveke01,334,37,UTA,PF,2.1,0.397,1.4,0.373,0.7,0.456,0.53,1.0,0.841,1.5,4.3,5.8,1.8,0.4,0.2,6.7,,15.238618892206881
285,Dalton Knecht,LAL,4010160.0,$8211240,knechda01,445,24,LAL,SF,1.6,0.455,0.7,0.342,0.9,0.613,0.555,0.3,0.727,0.3,1.1,1.4,0.4,0.2,0.2,4.2,,15.204341698736135
286,Ryan Rollins,MIL,4000000.0,$8000000,rolliry01,70,23,MIL,PG,6.6,0.472,2.5,0.406,4.1,0.523,0.561,1.7,0.796,0.7,3.8,4.6,5.6,1.5,0.4,17.3,,15.201804919084164
287,Dwight Powell,DAL,4000000.0,$4000000,poweldw01,479,34,DAL,C,1.0,0.644,0.0,0.286,1.0,0.67,0.653,1.2,0.696,1.5,2.6,4.1,1.1,0.5,0.3,3.3,,15.201804919084164
288,Walter Clayton,MEM,3991320.0,$8181840,claytwa01,292,22,2TM,PG,2.6,0.384,1.1,0.307,1.5,0.47,0.465,1.6,0.901,0.4,1.7,2.0,4.0,0.6,0.3,7.8,,15.199632561222508
288,Walter Clayton,MEM,3991320.0,$8181840,claytwa01,292,22,UTA,PG,2.3,0.398,1.0,0.308,1.3,0.513,0.484,1.3,0.935,0.3,1.6,2.0,3.2,0.5,0.3,6.8,,15.199632561222508
288,Walter Clayton,MEM,3991320.0,$8181840,claytwa01,292,22,MEM,PG,3.1,0.366,1.3,0.307,1.8,0.423,0.441,2.1,0.864,0.4,1.7,2.1,5.7,0.8,0.3,9.7,,15.199632561222508
289,Jaime Jaquez Jr.,MIA,3861600.0,$9800741,jaqueja01,94,24,MIA,SF,6.2,0.507,0.8,0.317,5.4,0.555,0.539,2.2,0.769,1.3,3.7,5.0,4.7,0.7,0.3,15.4,6MOY-2,15.16659216332842
290,Nolan Traoré,BRK,3811560.0,$7813560,traorno01,246,19,BRK,PG,3.3,0.38,1.1,0.318,2.2,0.422,0.444,1.3,0.787,0.3,1.5,1.8,3.8,0.8,0.4,8.9,,15.153549112120487
291,Daniss Jenkins,DET,3809524.0,$3809524,jenkida01,230,24,DET,PG,3.2,0.408,1.0,0.374,2.2,0.426,0.473,1.9,0.832,0.7,1.6,2.3,3.9,0.9,0.2,9.3,,15.153014804914731
292,Tristan Da Silva,ORL,3809520.0,$7800720,dasiltr01,218,24,ORL,SF,3.6,0.45,1.6,0.374,2.1,0.532,0.547,1.1,0.884,0.8,2.9,3.7,1.6,0.9,0.3,9.9,,15.153013754914232
293,Cole Anthony,MEM,5996274.0,$11100000,anthoco01,333,25,MIL,PG,2.8,0.424,0.6,0.306,2.2,0.478,0.472,0.5,0.615,0.5,2.0,2.5,3.5,0.6,0.3,6.7,,15.606648834291963
294,Gary Trent Jr.,MIL,3697105.0,$3697105,trentga02,282,27,MIL,SG,2.8,0.387,1.9,0.36,0.9,0.458,0.517,0.6,0.769,0.1,0.9,1.0,1.2,0.5,0.0,8.1,,15.123060638922002
295,Brandin Podziemski,GSW,3687960.0,$9367419,podzibr01,122,22,GSW,SG,4.8,0.455,1.9,0.371,2.9,0.531,0.543,2.3,0.797,0.9,4.2,5.1,3.7,1.1,0.2,13.8,,15.120584017612819
296,Svi Mykhailiuk,UTA,3675000.0,,mykhasv01,228,28,UTA,SF,3.5,0.478,2.0,0.408,1.5,0.615,0.613,0.5,0.893,0.7,1.8,2.5,1.9,0.5,0.1,9.4,,15.117063690629074
297,Kasparas Jakučionis,MIA,3658800.0,$7500480,jakucka01,352,19,MIA,PG,1.9,0.429,1.2,0.423,0.7,0.439,0.567,1.1,0.879,0.8,1.8,2.6,2.6,0.6,0.1,6.2,,15.112645782764346
298,Ja'Kobe Walter,TOR,3638160.0,$7449960,walteja01,304,21,TOR,SG,2.5,0.446,1.5,0.409,1.0,0.519,0.582,1.0,0.789,0.8,1.8,2.6,1.2,1.0,0.2,7.5,,15.10698861730201
299,Gary Harris,MIL,3634153.0,$3634153,harriga01,507,31,MIL,SG,1.0,0.442,0.6,0.412,0.4,0.5,0.577,0.2,0.889,0.3,0.9,1.3,1.1,0.6,0.2,2.7,,15.105886629418512
300,Cam Whitmore,WAS,3539760.0,$8998070,whitmca01,241,21,WAS,SF,3.7,0.456,0.8,0.286,2.9,0.54,0.503,1.1,0.742,0.9,1.9,2.8,0.7,0.7,0.4,9.2,,15.079569486201494
301,Will Riley,WAS,3512520.0,$7200840,rileywi01,204,19,WAS,SF,3.7,0.439,1.1,0.316,2.6,0.52,0.502,1.9,0.8,0.8,2.1,2.9,2.0,0.7,0.1,10.3,,15.071844286558106
302,Jaylon Tyson,CLE,3492480.0,$7151040,tysonja01,139,23,CLE,SG,5.0,0.493,2.0,0.446,3.0,0.53,0.592,1.2,0.738,1.8,3.3,5.1,2.2,0.8,0.4,13.2,,15.06612264353995
303,Jaxson Hayes,LAL,3449323.0,$3449323,hayesja02,301,25,LAL,C,3.0,0.756,0.0,1.0,3.0,0.753,0.761,1.5,0.653,1.5,2.6,4.1,0.9,0.4,0.8,7.5,,15.053688537867489
304,Dominick Barlow,PHI,3415000.0,$3415000,barlodo01,295,22,PHI,PF,3.0,0.539,0.3,0.256,2.7,0.612,0.565,1.3,0.718,1.9,2.9,4.8,1.2,0.9,0.7,7.7,,15.043688050987027
305,Noah Clowney,BRK,3398640.0,$8812674,clownno01,150,21,BRK,PF,3.8,0.396,2.0,0.329,1.8,0.506,0.498,2.7,0.804,0.8,3.3,4.1,1.6,0.8,0.7,12.3,,15.03888590956505
306,Drake Powell,BRK,3372240.0,$6912840,poweldr01,340,20,BRK,SG,2.3,0.402,0.8,0.28,1.5,0.528,0.473,1.1,0.896,0.3,1.4,1.8,1.4,0.6,0.2,6.5,,15.031087769948332
307,Yves Missi,NOP,3353040.0,$6865800,missiyv01,376,21,NOP,C,2.4,0.544,0.0,0.0,2.4,0.546,0.544,0.9,0.559,2.8,3.1,5.8,1.3,0.3,1.5,5.7,,15.025377954992479
308,Blake Wesley,WAS,5643732.0,$3347458,weslebl01,410,22,POR,SG,1.8,0.452,0.3,0.278,1.5,0.523,0.492,0.8,0.553,0.3,1.0,1.3,2.0,0.5,0.2,4.8,,15.546056106773575
309,Taurean Prince,MIL,3303774.0,$3303774,princta02,239,31,MIL,SF,3.3,0.45,2.3,0.436,1.0,0.49,0.61,0.2,1.0,0.2,3.0,3.1,1.8,0.6,0.2,9.2,,15.01057600934644
310,Dariq Whitehead,BRK,3262560.0,$3262560,whiteda01,87,21,MEM,SF,6.2,0.398,3.2,0.317,3.0,0.545,0.5,0.8,0.714,0.3,3.7,4.0,1.5,0.7,0.0,16.3,,14.998022721248574
311,Asa Newell,ATL,3237480.0,$6636960,newelas01,400,20,ATL,PF,2.1,0.538,0.7,0.387,1.4,0.66,0.624,0.4,0.552,1.0,1.2,2.2,0.6,0.4,0.3,5.2,,14.99030580736467
312,DaRon Holmes,DEN,3218760.0,$6590880,holmeda01,462,23,DEN,PF,1.2,0.508,0.8,0.444,0.4,0.688,0.672,0.4,0.786,0.3,1.1,1.4,0.6,0.0,0.2,3.7,,14.984506750185474
313,Kris Murray,POR,3132000.0,$8447004,murrakr01,368,25,POR,SF,2.3,0.467,0.6,0.279,1.7,0.617,0.529,0.7,0.684,1.6,2.0,3.6,1.4,0.9,0.4,5.8,,14.957182336092831
314,Nique Clifford,SAC,3108120.0,$6371520,cliffni01,256,23,SAC,SG,3.3,0.418,1.0,0.333,2.3,0.471,0.482,0.9,0.722,0.9,2.9,3.8,2.4,0.9,0.3,8.6,,14.949528599762937
316,AJ Johnson,DAL,3090480.0,$6327600,johnsaj01,475,21,2TM,SG,1.2,0.324,0.3,0.211,0.9,0.378,0.358,0.7,0.85,0.3,0.9,1.1,1.0,0.2,0.1,3.3,,14.943836976615776
316,AJ Johnson,DAL,3090480.0,$6327600,johnsaj01,475,21,WAS,SG,1.1,0.325,0.3,0.28,0.8,0.345,0.367,0.4,0.75,0.3,0.9,1.2,0.9,0.3,0.0,2.8,,14.943836976615776
316,AJ Johnson,DAL,3090480.0,$6327600,johnsaj01,475,21,DAL,SG,1.3,0.323,0.2,0.156,1.1,0.41,0.349,1.1,0.893,0.3,0.8,1.0,1.1,0.2,0.1,3.9,,14.943836976615776
317,De'Anthony Melton,GSW,3080921.0,$3080921,meltode01,151,27,GSW,PG,4.4,0.407,1.5,0.294,2.9,0.505,0.475,2.0,0.826,0.8,2.4,3.2,2.6,1.6,0.4,12.3,,14.940739136224428
318,Kyle Filipowski,UTA,3000000.0,$3000000,filipky01,178,22,UTA,C,4.2,0.492,1.0,0.325,3.2,0.58,0.548,2.1,0.75,1.9,5.3,7.2,2.6,0.9,0.5,11.4,,14.914122846632385
319,Ajay Mitchell,OKC,3000000.0,$3000000,mitchaj01,129,23,OKC,SG,5.0,0.485,1.1,0.347,3.9,0.543,0.536,2.5,0.87,0.7,2.6,3.3,3.6,1.2,0.3,13.6,6MOY-5,14.914122846632385
320,Julian Champagnie,SAS,3000000.0,,champju02,183,24,SAS,SF,3.7,0.437,2.4,0.381,1.3,0.599,0.578,1.4,0.844,0.9,4.9,5.8,1.5,0.8,0.5,11.1,,14.914122846632385
321,Jase Richardson,ORL,2983320.0,$6115680,richaja02,430,20,ORL,SG,1.6,0.473,0.5,0.354,1.1,0.56,0.548,0.6,0.717,0.4,0.8,1.2,1.1,0.4,0.0,4.4,,14.908547332299198
322,Kyshawn George,WAS,2966760.0,$6074760,georgky01,104,22,WAS,SF,5.3,0.438,2.1,0.381,3.2,0.486,0.524,2.2,0.802,0.9,4.2,5.1,4.5,1.0,0.9,14.8,,14.902981006213539
323,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,2TM,C,1.6,0.547,0.0,0.5,1.5,0.549,0.556,0.8,0.744,1.5,1.4,2.8,0.5,0.1,0.2,4.0,,14.98016523639246
323,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,IND,C,1.6,0.557,0.0,0.5,1.5,0.558,0.561,0.8,0.744,1.5,1.3,2.8,0.5,0.2,0.2,4.0,,14.98016523639246
323,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,ATL,C,1.7,0.455,0.3,0.5,1.3,0.444,0.5,0.0,,1.3,1.7,3.0,0.7,0.0,0.0,3.7,,14.98016523639246
324,Marcus Sasser,DET,2886720.0,$8085703,sassema01,402,25,DET,PG,1.8,0.39,1.2,0.415,0.7,0.352,0.514,0.4,0.833,0.2,0.8,1.0,2.0,0.5,0.1,5.2,,14.875631467450411
325,Ben Saraf,BRK,2884560.0,$5913120,sarafbe01,303,19,BRK,SG,2.7,0.396,0.4,0.211,2.3,0.474,0.427,1.7,0.83,0.5,1.6,2.1,3.3,0.9,0.2,7.5,,14.87488293329478
326,Pacôme Dadiet,NYK,2847600.0,$5831280,dadiepa01,546,20,NYK,SG,0.6,0.333,0.2,0.219,0.3,0.563,0.406,0.3,0.818,0.1,0.8,0.9,0.4,0.1,0.0,1.7,,14.861987092211855
327,Danny Wolf,BRK,2801280.0,$5742720,wolfda01,247,21,BRK,PF,3.1,0.405,1.2,0.322,1.9,0.48,0.482,1.5,0.771,1.0,3.9,4.9,2.2,0.5,0.6,8.9,,14.845587013544613
328,Ben Sheppard,IND,2790720.0,$7822389,sheppbe01,322,24,IND,SG,2.6,0.434,1.3,0.362,1.3,0.542,0.543,0.6,0.765,0.7,2.3,3.0,1.8,0.6,0.1,7.1,,14.841810185020758
329,Hugo González,BOS,2783880.0,$5707440,gonzahu01,454,19,BOS,SF,1.6,0.476,0.6,0.362,1.0,0.577,0.561,0.2,0.5,0.8,2.5,3.3,0.5,0.6,0.3,3.9,,14.83935619605919
330,Liam McNeeley,CHO,2763960.0,$5666040,mcneeli01,439,20,CHO,SF,1.2,0.4,0.8,0.4,0.5,0.4,0.526,1.0,0.821,0.4,1.9,2.4,0.8,0.2,0.1,4.3,,14.832174991984951
331,Dillon Jones,WAS,2753280.0,$2753280,jonesdi01,560,24,NYK,SF,0.3,0.222,0.1,0.2,0.1,0.25,0.278,0.6,1.0,0.3,0.7,1.0,0.6,0.4,0.0,1.3,,14.828303486181392
332,Yanic Konan Niederhäuser,LAC,2743800.0,$5624760,konanya01,436,22,LAC,C,1.6,0.64,0.0,0.2,1.5,0.663,0.645,1.1,0.758,0.9,2.0,2.9,0.3,0.1,0.7,4.3,,14.824854378874202
333,Nick Smith Jr.,CHO,2710680.0,$2710680,smithni01,354,21,LAL,SG,2.3,0.435,1.1,0.395,1.2,0.48,0.54,0.4,0.733,0.1,0.7,0.8,1.0,0.3,0.1,6.2,,14.812710083889321
334,Brice Sensabaugh,UTA,2693760.0,$7555997,sensabr01,102,22,UTA,SF,5.3,0.46,2.2,0.367,3.1,0.559,0.554,2.2,0.826,0.7,2.3,3.1,1.9,0.7,0.2,14.9,,14.806448545124288
335,Julian Strawther,DEN,2674200.0,$7501131,strawju01,318,23,DEN,SG,2.6,0.467,1.0,0.387,1.6,0.538,0.558,1.0,0.814,0.2,1.8,2.0,1.1,0.4,0.1,7.2,,14.799160828162702
336,Terrence Shannon Jr.,MIN,2674080.0,$5475720,shannte01,379,25,MIN,SG,1.8,0.45,0.7,0.408,1.1,0.484,0.541,1.3,0.8,0.2,0.9,1.1,0.9,0.3,0.0,5.6,,14.799115953922753
337,Ryan Dunn,PHO,2657760.0,$5442000,dunnry01,366,23,PHO,SF,2.3,0.453,0.8,0.331,1.5,0.56,0.53,0.3,0.489,1.4,2.8,4.2,1.5,0.9,0.4,5.8,,14.792994220724903
338,Kobe Brown,IND,2654880.0,$2654880,brownko01,362,26,2TM,PF,2.1,0.469,0.9,0.374,1.2,0.568,0.565,0.8,0.797,1.1,1.9,3.0,1.3,0.4,0.2,5.8,,14.791910013896615
338,Kobe Brown,IND,2654880.0,$2654880,brownko01,362,26,LAC,PF,1.0,0.393,0.4,0.265,0.6,0.571,0.47,0.6,0.808,0.5,1.0,1.6,0.8,0.3,0.1,2.9,,14.791910013896615
338,Kobe Brown,IND,2654880.0,$2654880,brownko01,362,26,IND,PF,3.5,0.503,1.4,0.433,2.0,0.567,0.607,1.0,0.788,1.9,3.0,4.9,2.0,0.5,0.4,9.4,,14.791910013896615
339,Isaiah Collier,UTA,2638200.0,$5402160,colliis01,170,21,UTA,PG,4.3,0.495,0.5,0.27,3.9,0.549,0.521,2.6,0.722,0.4,2.2,2.5,7.2,1.1,0.3,11.7,,14.785607424396957
340,Baylor Scheierman,BOS,2619000.0,$5363040,scheiba01,387,25,BOS,SG,2.0,0.453,1.3,0.399,0.7,0.6,0.599,0.4,0.903,0.7,2.8,3.5,1.5,0.5,0.1,5.5,,14.778303123489849
341,Xavier Tillman Sr.,CHO,2546675.0,$2546675,tillmxa01,551,27,2TM,C,0.7,0.435,0.1,0.167,0.6,0.607,0.467,0.0,0.25,0.6,0.8,1.4,0.4,0.3,0.2,1.5,,14.750299144720548
341,Xavier Tillman Sr.,CHO,2546675.0,$2546675,tillmxa01,551,27,BOS,C,1.0,0.452,0.2,0.2,0.8,0.688,0.5,0.0,,0.7,1.1,1.8,0.4,0.4,0.1,2.2,,14.750299144720548
341,Xavier Tillman Sr.,CHO,2546675.0,$2546675,tillmxa01,551,27,CHO,C,0.4,0.4,0.0,0.0,0.4,0.5,0.4,0.1,0.25,0.6,0.6,1.1,0.5,0.2,0.2,0.8,,14.750299144720548
342,Cam Spencer,MEM,2537989.0,$7565833,spencca01,185,25,MEM,SG,3.7,0.473,2.0,0.449,1.6,0.506,0.604,1.8,0.94,0.6,2.0,2.5,5.6,0.7,0.2,11.1,,14.746882593125722
343,Luka Garza,BOS,2461463.0,$5262809,garzalu01,279,27,BOS,C,3.0,0.577,0.8,0.433,2.2,0.657,0.654,1.3,0.769,2.3,1.8,4.1,1.0,0.4,0.4,8.1,,14.716266446582551
344,Sandro Mamukelashvili,TOR,2461463.0,$2461463,mamuksa01,181,26,TOR,C,4.1,0.523,1.4,0.389,2.7,0.642,0.614,1.5,0.747,1.4,3.6,4.9,1.9,0.8,0.5,11.2,6MOY-10,14.716266446582551
345,Trendon Watford,PHI,2461463.0,$2461463,watfotr01,341,25,PHI,PF,2.6,0.515,0.2,0.2,2.4,0.587,0.534,1.1,0.779,0.7,2.6,3.3,2.5,0.3,0.4,6.5,,14.716266446582551
346,Jericho Sims,MIL,2461463.0,$2461463,simsje01,408,27,MIL,C,2.2,0.784,0.0,,2.2,0.784,0.784,0.7,0.62,2.2,3.3,5.5,1.6,0.3,0.3,5.0,,14.716266446582551
347,Dru Smith,MIA,2378870.0,$2378870,smithdr01,380,28,MIA,SG,1.9,0.415,0.5,0.295,1.4,0.495,0.474,1.2,0.829,0.9,1.6,2.5,2.6,1.4,0.3,5.6,,14.68213614298327
348,Josh Minott,BRK,2378870.0,$2378870,minotjo01,305,23,2TM,PF,2.6,0.5,1.3,0.418,1.3,0.626,0.627,1.0,0.787,1.0,2.2,3.2,0.9,0.9,0.5,7.4,,14.68213614298327
348,Josh Minott,BRK,2378870.0,$2378870,minotjo01,305,23,BOS,PF,2.1,0.507,1.0,0.442,1.1,0.593,0.632,0.6,0.769,1.2,2.4,3.6,1.0,0.7,0.4,5.8,,14.68213614298327
348,Josh Minott,BRK,2378870.0,$2378870,minotjo01,305,23,BRK,SF,3.6,0.491,1.9,0.395,1.7,0.675,0.621,1.8,0.8,0.5,2.0,2.5,0.8,1.3,0.8,10.8,,14.68213614298327
349,Justin Champagnie,WAS,2349578.0,$5017522,champju01,251,24,WAS,SF,3.4,0.502,0.8,0.319,2.6,0.605,0.56,1.2,0.784,2.1,3.5,5.6,1.2,0.9,0.6,8.7,,14.669746295526831
350,Jordan Goodwin,PHO,2349578.0,$2349578,goodwjo01,252,27,PHO,PG,3.3,0.413,1.6,0.371,1.7,0.462,0.514,0.6,0.696,2.0,2.9,4.9,2.2,1.5,0.2,8.7,,14.669746295526831
351,Jay Huff,IND,2349578.0,$2349578,huffja01,226,27,IND,C,3.5,0.476,1.5,0.319,2.1,0.723,0.574,1.0,0.828,0.9,3.1,4.0,1.5,0.5,1.9,9.5,,14.669746295526831
353,Vít Krejčí,POR,2349578.0,,krejcvi01,259,25,2TM,PG,3.0,0.448,2.0,0.39,1.0,0.634,0.597,0.6,0.745,0.5,1.8,2.3,1.5,0.7,0.3,8.5,,14.669746295526831
353,Vít Krejčí,POR,2349578.0,,krejcvi01,259,25,ATL,PG,3.1,0.464,2.2,0.423,0.9,0.609,0.628,0.6,0.75,0.4,1.7,2.1,1.5,0.8,0.3,9.0,,14.669746295526831
353,Vít Krejčí,POR,2349578.0,,krejcvi01,259,25,POR,PG,2.6,0.405,1.4,0.303,1.2,0.688,0.517,0.6,0.733,0.6,2.1,2.7,1.7,0.5,0.3,7.2,,14.669746295526831
354,Neemias Queta,BOS,2349578.0,,quetane01,206,26,BOS,C,4.3,0.653,0.0,0.125,4.3,0.662,0.654,1.6,0.703,3.0,5.3,8.4,1.7,0.8,1.3,10.2,,14.669746295526831
355,A.J. Green,MIL,2301587.0,$47301587,greenaj01,199,26,MIL,SG,3.4,0.424,3.0,0.419,0.4,0.469,0.612,0.7,0.855,0.4,2.4,2.7,1.9,0.5,0.1,10.4,,14.649109442958824
356,Vince Williams Jr.,UTA,2301587.0,$2301587,willivi01,300,25,2TM,SG,2.6,0.353,1.4,0.311,1.2,0.417,0.447,1.0,0.78,1.0,2.9,3.9,4.2,0.7,0.4,7.5,,14.649109442958824
356,Vince Williams Jr.,UTA,2301587.0,$2301587,willivi01,300,25,MEM,PG,2.7,0.352,1.4,0.308,1.3,0.419,0.445,1.1,0.804,1.0,3.0,4.0,4.4,0.8,0.4,8.0,,14.649109442958824
356,Vince Williams Jr.,UTA,2301587.0,$2301587,willivi01,300,25,UTA,SG,1.7,0.357,1.0,0.333,0.7,0.4,0.464,0.3,0.5,0.8,2.3,3.2,2.7,0.3,0.3,4.7,,14.649109442958824
357,Keon Ellis,CLE,2301587.0,$2301587,elliske01,331,26,2TM,SG,2.3,0.44,1.3,0.363,1.1,0.586,0.559,0.7,0.729,0.5,1.3,1.9,1.0,1.2,0.6,6.7,,14.649109442958824
357,Keon Ellis,CLE,2301587.0,$2301587,elliske01,331,26,SAC,SG,1.9,0.397,1.2,0.368,0.7,0.462,0.524,0.5,0.625,0.3,0.9,1.3,0.6,1.1,0.5,5.6,,14.649109442958824
357,Keon Ellis,CLE,2301587.0,$2301587,elliske01,331,26,CLE,SG,3.0,0.491,1.3,0.355,1.7,0.706,0.6,1.1,0.816,0.8,2.0,2.8,1.6,1.3,0.8,8.3,,14.649109442958824
358,Ryan Kalkbrenner,CHO,2296274.0,$4707364,kalkbry01,299,24,CHO,C,3.2,0.753,0.0,0.0,3.2,0.766,0.753,1.2,0.716,2.4,3.0,5.5,0.8,0.5,1.5,7.6,,14.646798367280478
359,Sion James,CHO,2296274.0,$4707364,jamessi01,391,23,CHO,SG,1.7,0.371,1.0,0.352,0.7,0.404,0.483,1.0,0.837,0.6,2.9,3.5,2.0,0.6,0.2,5.4,,14.646798367280478
361,Anthony Gill,WAS,2296274.0,$2296274,gillan01,367,33,WAS,PF,2.5,0.628,0.3,0.354,2.1,0.707,0.667,0.6,0.739,1.1,1.8,2.9,1.3,0.6,0.4,5.8,,14.646798367280478
362,Chris Boucher,UTA,2296274.0,$2296274,bouchch01,520,33,BOS,PF,0.9,0.32,0.2,0.133,0.7,0.6,0.36,0.3,0.75,0.2,1.8,2.0,0.3,0.6,0.8,2.3,,14.646798367280478
363,Chris Paul,TOR,2296274.0,$2296274,paulch01,499,40,LAC,PG,1.1,0.321,0.6,0.333,0.5,0.308,0.411,0.1,0.5,0.4,1.4,1.8,3.3,0.7,0.0,2.9,,14.646798367280478
364,Garrett Temple,TOR,2296274.0,$2296274,templga01,576,39,TOR,SG,0.2,0.267,0.1,0.25,0.0,0.333,0.367,0.3,0.667,0.0,0.4,0.4,0.4,0.2,0.1,0.8,,14.646798367280478
365,Bismack Biyombo,SAS,2296274.0,$2296274,biyombi01,569,33,SAS,C,0.4,0.6,0.0,,0.4,0.6,0.6,0.2,0.714,0.2,0.8,1.0,0.2,0.2,0.1,0.9,,14.646798367280478
366,Lindy Waters III,SAS,2296274.0,$2296274,waterli01,519,28,SAS,SG,0.8,0.375,0.7,0.342,0.2,0.667,0.528,0.1,0.667,0.1,0.7,0.7,0.5,0.2,0.0,2.4,,14.646798367280478
367,Jordan McLaughlin,SAS,2296274.0,$2296274,mclaujo01,536,29,SAS,PG,0.8,0.418,0.4,0.425,0.4,0.41,0.525,0.1,0.857,0.2,0.6,0.7,0.9,0.5,0.0,2.0,,14.646798367280478
368,Russell Westbrook,SAC,2296274.0,$2296274,westbru01,98,37,SAC,SF,5.6,0.427,2.0,0.338,3.6,0.5,0.503,2.0,0.694,1.3,4.2,5.4,6.7,1.3,0.2,15.2,,14.646798367280478
369,Doug McDermott,SAC,2296274.0,$2296274,mcderdo01,375,34,SAC,SF,1.9,0.388,1.7,0.39,0.2,0.375,0.561,0.3,0.889,0.2,1.0,1.3,0.8,0.2,0.1,5.7,,14.646798367280478
370,Drew Eubanks,SAC,2296274.0,$2296274,eubandr01,397,28,SAC,C,2.2,0.596,0.0,0.143,2.2,0.617,0.599,0.8,0.561,0.9,2.1,3.0,0.5,0.4,0.6,5.2,,14.646798367280478
371,Blake Wesley,POR,5643732.0,$2296274,weslebl01,410,22,POR,SG,1.8,0.452,0.3,0.278,1.5,0.523,0.492,0.8,0.553,0.3,1.0,1.3,2.0,0.5,0.2,4.8,,15.546056106773575
372,Cole Anthony,PHO,5996274.0,$2296274,anthoco01,333,25,MIL,PG,2.8,0.424,0.6,0.306,2.2,0.478,0.472,0.5,0.615,0.5,2.0,2.5,3.5,0.6,0.3,6.7,,15.606648834291963
373,Amir Coffey,PHO,2296274.0,$2296274,coffeam01,482,28,2TM,SG,1.2,0.487,0.4,0.347,0.8,0.594,0.562,0.5,0.786,0.4,0.8,1.2,0.6,0.2,0.1,3.2,,14.646798367280478
373,Amir Coffey,PHO,2296274.0,$2296274,coffeam01,482,28,MIL,SG,0.9,0.473,0.2,0.28,0.6,0.633,0.536,0.4,0.867,0.2,0.7,0.9,0.4,0.1,0.1,2.4,,14.646798367280478
373,Amir Coffey,PHO,2296274.0,$2296274,coffeam01,482,28,PHO,SG,1.8,0.5,0.6,0.417,1.2,0.559,0.586,0.6,0.692,0.8,1.1,1.9,1.0,0.4,0.1,4.8,,14.646798367280478
374,Collin Gillespie,PHO,2296274.0,$2296274,gilleco01,143,26,PHO,PG,4.4,0.418,2.9,0.401,1.5,0.455,0.556,1.0,0.874,1.1,3.0,4.1,4.6,1.2,0.2,12.7,,14.646798367280478
375,Kyle Lowry,PHI,2296274.0,$2296274,lowryky01,563,39,PHI,PG,0.3,0.16,0.3,0.16,0.0,,0.24,0.4,0.833,0.0,0.6,0.6,0.8,0.1,0.1,1.2,,14.646798367280478
376,Mason Plumlee,OKC,3022108.0,$2296274,plumlma01,548,35,2TM,C,0.6,0.786,0.0,,0.6,0.786,0.786,0.5,0.643,0.9,1.8,2.7,1.0,0.5,0.0,1.6,,14.921465159098144
