Player_Rank_Salary,Player_Name,Team_Salary,Salary_2025,Guaranteed_Salary,player_id,Player_Rank_Stats,Age,Team,Pos,FG,FG_Percent,ThreeP,ThreeP_Percent,TwoP,TwoP_Percent,eFG_Percent,FT,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,PTS,Awards,Log_Salary_2025
92,Jakob Poeltl,TOR,19500000.0,$95784000,poeltja01,194,30,TOR,C,4.7,0.7,0.0,,4.7,0.7,0.7,1.3,0.602,2.5,4.5,7.0,2.0,0.9,0.7,10.7,,16.785925023533974
93,Josh Hart,NYK,19472240.0,$40396000,hartjo01,160,30,NYK,SF,4.6,0.508,1.5,0.413,3.0,0.574,0.593,1.4,0.72,1.4,6.0,7.4,4.8,1.1,0.3,12.0,,16.78450041952379
94,Bradley Beal,PHO,24737010.0,$96915050,bealbr01,273,32,LAC,SG,3.0,0.375,1.2,0.368,1.8,0.379,0.448,1.0,0.75,0.3,0.5,0.8,1.7,0.5,0.0,8.2,,17.023811060712948
95,Jusuf Nurkić,UTA,19375000.0,$19375000,nurkiju01,189,31,UTA,C,4.4,0.503,0.6,0.352,3.8,0.54,0.538,1.5,0.549,2.6,7.8,10.4,4.8,1.3,0.5,10.9,,16.779494133203684
96,Harrison Barnes,SAS,19000000.0,$19000000,barneha02,217,33,SAS,PF,3.4,0.456,1.8,0.388,1.6,0.567,0.577,1.3,0.829,0.8,2.0,2.8,1.9,0.6,0.2,9.9,,16.759949537130716
97,Collin Sexton,CHI,18975000.0,$18975000,sextoco01,92,27,2TM,SG,5.3,0.485,1.6,0.401,3.6,0.536,0.561,3.2,0.855,0.6,1.7,2.3,3.3,1.1,0.1,15.4,,16.75863288124597
97,Collin Sexton,CHI,18975000.0,$18975000,sextoco01,92,27,CHO,SG,4.8,0.488,1.4,0.393,3.5,0.539,0.557,3.2,0.877,0.4,1.5,1.9,3.7,0.9,0.2,14.2,,16.75863288124597
97,Collin Sexton,CHI,18975000.0,$18975000,sextoco01,92,27,CHI,SG,6.1,0.482,2.1,0.41,4.0,0.531,0.566,3.2,0.822,0.9,2.0,2.9,2.5,1.5,0.1,17.5,,16.75863288124597
98,Ivica Zubac,IND,18893980.0,$61026420,zubaciv01,114,28,2TM,C,6.0,0.598,0.0,,6.0,0.598,0.598,2.1,0.711,3.4,7.2,10.6,2.2,0.4,0.8,14.1,,16.754353910773556
98,Ivica Zubac,IND,18893980.0,$61026420,zubaciv01,114,28,LAC,C,6.1,0.613,0.0,,6.1,0.613,0.613,2.2,0.705,3.4,7.6,11.0,2.2,0.4,0.8,14.4,,16.754353910773556
98,Ivica Zubac,IND,18893980.0,$61026420,zubaciv01,114,28,IND,C,5.0,0.472,0.0,,5.0,0.472,0.472,1.6,0.8,2.8,4.4,7.2,1.8,0.4,0.8,11.6,,16.754353910773556
99,Malik Monk,SAC,18797619.0,$38987654,monkma01,146,27,SAC,SG,4.5,0.438,2.0,0.395,2.5,0.481,0.536,1.5,0.879,0.2,1.6,1.9,3.0,0.6,0.4,12.5,,16.749240770843354
100,Santi Aldama,MEM,18485916.0,$35492959,aldamsa01,117,25,MEM,PF,5.3,0.479,1.6,0.35,3.7,0.572,0.553,1.8,0.667,1.6,5.1,6.7,2.9,0.9,0.7,14.0,,16.73251970281731
101,Rui Hachimura,LAL,18259259.0,$18259259,hachiru01,177,27,LAL,PF,4.5,0.514,1.7,0.443,2.8,0.57,0.611,0.7,0.694,0.6,2.7,3.3,0.8,0.6,0.3,11.5,,16.72018285180385
102,Luguentz Dort,OKC,18222222.0,$18222222,dortlu01,268,26,OKC,SF,2.9,0.385,1.9,0.344,1.1,0.487,0.508,0.6,0.759,0.8,2.7,3.6,1.2,0.9,0.4,8.3,,16.718152396257132
103,Alex Caruso,OKC,18102000.0,$81096960,carusal01,351,31,OKC,SG,2.3,0.423,0.9,0.293,1.3,0.622,0.512,0.7,0.804,0.5,2.3,2.8,2.0,1.3,0.3,6.2,,16.711532987369253
104,Andrew Nembhard,IND,18102000.0,$58650480,nembhan01,76,26,IND,PG,5.8,0.442,1.9,0.361,4.0,0.495,0.513,3.4,0.825,0.4,2.4,2.8,7.7,0.9,0.1,16.9,,16.711532987369253
105,Zach Collins,CHI,18080496.0,$18080496,colliza01,221,28,CHI,C,3.7,0.578,0.9,0.429,2.8,0.651,0.648,1.4,0.7,1.6,4.0,5.6,1.5,0.2,0.4,9.7,,16.710344346180328
106,Patrick Williams,CHI,18000000.0,$54000000,willipa01,326,24,CHI,PF,2.5,0.372,1.3,0.347,1.2,0.407,0.472,0.8,0.72,0.7,2.3,3.0,1.5,0.7,0.4,7.0,,16.70588231586044
107,Kevin Huerter,DET,17991071.0,$17991071,huertke01,212,27,2TM,SF,3.9,0.451,1.4,0.308,2.4,0.624,0.535,0.8,0.775,0.5,3.0,3.5,2.6,0.9,0.5,10.0,,16.705386137228622
107,Kevin Huerter,DET,17991071.0,$17991071,huertke01,212,27,CHI,SF,4.2,0.455,1.6,0.314,2.6,0.63,0.542,0.9,0.732,0.5,3.3,3.8,2.6,0.8,0.6,10.9,,16.705386137228622
107,Kevin Huerter,DET,17991071.0,$17991071,huertke01,212,27,DET,SG,3.4,0.443,1.2,0.294,2.2,0.611,0.521,0.6,0.933,0.4,2.4,2.8,2.5,1.1,0.3,8.6,,16.705386137228622
108,Keldon Johnson,SAS,17500000.0,$35000000,johnske04,138,26,SAS,SF,5.0,0.519,1.2,0.363,3.8,0.601,0.582,1.9,0.794,1.7,3.7,5.4,1.4,0.6,0.1,13.2,6MOY-1,16.67771143889374
109,Grayson Allen,PHO,16875000.0,$35000000,allengr01,81,30,PHO,SG,5.3,0.403,3.1,0.349,2.2,0.519,0.522,2.8,0.857,0.7,2.3,3.0,3.8,1.4,0.3,16.5,,16.641343794722868
110,Duncan Robinson,DET,16834692.0,$16834692,robindu01,156,31,DET,SG,4.1,0.456,2.9,0.41,1.3,0.605,0.613,1.1,0.755,0.4,2.3,2.7,2.1,0.6,0.3,12.2,,16.638952315191656
111,Klay Thompson,DAL,16666667.0,$34126984,thompkl01,173,35,DAL,SF,4.1,0.393,2.9,0.383,1.2,0.418,0.532,0.5,0.766,0.3,1.8,2.1,1.4,0.5,0.3,11.7,,16.62892129472431
112,Bogdan Bogdanović,LAC,16020000.0,$16020000,bogdabo01,308,33,LAC,SG,2.6,0.388,1.4,0.347,1.1,0.456,0.497,0.9,0.8,0.3,2.3,2.6,2.2,0.4,0.1,7.4,,16.589348499604487
113,Max Strus,CLE,15936452.0,$32597288,strusma01,182,29,CLE,SF,3.9,0.443,2.8,0.402,1.2,0.583,0.599,0.6,0.778,0.8,4.7,5.4,2.0,0.3,0.0,11.2,,16.584119621858097
114,Terance Mann,BRK,15500000.0,$47000000,mannte01,316,29,BRK,SG,2.7,0.457,0.9,0.364,1.8,0.523,0.533,1.0,0.788,1.1,2.1,3.2,3.0,0.7,0.2,7.2,,16.556350581889475
115,Paolo Banchero,ORL,15334769.0,$201254769,banchpa01,26,23,ORL,PF,7.3,0.459,1.2,0.305,6.2,0.507,0.496,6.3,0.775,1.2,7.2,8.4,5.2,0.7,0.6,22.2,,16.545633291836985
116,Nickeil Alexander-Walker,ATL,15161800.0,$44727310,alexani01,35,27,ATL,SG,7.0,0.459,3.2,0.399,3.8,0.525,0.564,3.6,0.902,0.7,2.8,3.4,3.7,1.3,0.5,20.8,MIP-1,16.53428966463947
117,Onyeka Okongwu,ATL,15000000.0,$48000000,okongon01,97,25,ATL,C,5.6,0.48,1.9,0.376,3.6,0.564,0.564,2.1,0.757,1.9,5.7,7.6,3.1,1.1,1.1,15.2,,16.523560759066484
118,Jonathan Isaac,ORL,15000000.0,$44000000,isaacjo01,510,28,ORL,PF,0.9,0.422,0.1,0.184,0.8,0.549,0.454,0.7,0.603,0.8,1.7,2.5,0.4,0.4,0.6,2.6,,16.523560759066484
119,Isaiah Stewart,DET,15000000.0,$30000000,stewais01,216,24,DET,C,3.8,0.55,0.7,0.333,3.1,0.642,0.6,1.7,0.756,1.7,3.3,5.0,1.1,0.3,1.6,10.0,6MOY-7,16.523560759066484
120,Marcus Smart,WAS,19920855.0,$14786855,smartma01,234,31,LAL,SG,3.0,0.395,1.6,0.331,1.5,0.497,0.497,1.7,0.822,0.6,2.2,2.8,3.0,1.4,0.4,9.3,,16.807277730886366
121,Daniel Gafford,DAL,14386320.0,$68766609,gaffoda01,225,27,DAL,C,3.8,0.655,0.0,,3.8,0.655,0.655,2.0,0.683,2.5,4.4,6.9,1.1,0.8,1.3,9.5,,16.481788313010235
122,Deni Avdija,POR,14375000.0,$39375000,avdijde01,18,25,POR,SF,7.5,0.462,1.9,0.318,5.6,0.547,0.521,7.4,0.802,1.1,5.8,6.9,6.7,0.8,0.6,24.2,AS,16.48100114464769
123,P.J. Washington,DAL,14152174.0,$102914614,washipj01,113,27,DAL,PF,5.3,0.45,1.4,0.325,3.9,0.519,0.508,2.2,0.687,1.5,5.5,7.0,1.8,1.0,1.1,14.2,,16.46537880982814
124,Steven Adams,HOU,14130434.0,$39000000,adamsst01,364,32,HOU,C,2.2,0.504,0.0,,2.2,0.504,0.504,1.5,0.58,4.5,4.1,8.6,1.5,0.7,0.6,5.8,,16.463841468980245
125,Caris LeVert,DET,14104000.0,$28913200,leverca01,309,31,DET,SG,2.7,0.417,1.0,0.333,1.7,0.488,0.494,1.0,0.679,0.4,1.6,2.0,2.7,0.9,0.7,7.4,,16.461969003059842
126,Dennis Schröder,CLE,14104000.0,$28913200,schrode01,190,32,2TM,PG,3.6,0.405,1.1,0.329,2.6,0.449,0.465,2.4,0.834,0.5,2.2,2.7,4.9,0.8,0.2,10.8,,16.461969003059842
126,Dennis Schröder,CLE,14104000.0,$28913200,schrode01,190,32,SAC,PG,4.3,0.408,1.4,0.343,2.9,0.449,0.475,2.7,0.82,0.6,2.5,3.1,5.3,0.8,0.2,12.8,,16.461969003059842
126,Dennis Schröder,CLE,14104000.0,$28913200,schrode01,190,32,CLE,PG,2.8,0.401,0.6,0.29,2.2,0.448,0.444,2.1,0.861,0.4,1.9,2.3,4.3,0.8,0.2,8.2,,16.461969003059842
128,Obi Toppin,IND,14000000.0,$45025000,toppiob01,175,27,IND,PF,4.2,0.503,1.5,0.352,2.6,0.67,0.595,1.8,0.913,0.5,3.9,4.4,2.3,0.5,0.0,11.6,,16.454567887579532
129,Corey Kispert,ATL,13975000.0,$41000000,kispeco01,238,26,2TM,SF,3.2,0.467,1.5,0.367,1.7,0.618,0.577,1.3,0.794,0.5,1.8,2.3,1.6,0.3,0.2,9.2,,16.452780577005438
129,Corey Kispert,ATL,13975000.0,$41000000,kispeco01,238,26,WAS,SF,3.1,0.496,1.6,0.395,1.5,0.674,0.622,1.4,0.765,0.3,2.0,2.3,1.7,0.4,0.2,9.2,,16.452780577005438
129,Corey Kispert,ATL,13975000.0,$41000000,kispeco01,238,26,ATL,SF,3.2,0.455,1.5,0.354,1.7,0.596,0.558,1.3,0.81,0.5,1.7,2.3,1.5,0.2,0.2,9.2,,16.452780577005438
130,Herbert Jones,NOP,13937574.0,$72221624,joneshe01,245,27,NOP,SF,3.3,0.383,1.4,0.309,1.8,0.47,0.467,0.9,0.806,0.8,2.6,3.4,2.8,1.6,0.5,8.9,,16.450098916587557
131,Austin Reaves,LAL,13937574.0,$13937574,reaveau01,24,27,LAL,SG,7.3,0.49,2.3,0.36,5.0,0.588,0.567,6.3,0.871,0.6,4.1,4.7,5.5,1.1,0.4,23.3,,16.450098916587557
132,Cooper Flagg,DAL,13825920.0,$28343400,flaggco01,32,19,DAL,SF,8.0,0.468,1.0,0.295,7.0,0.513,0.498,4.0,0.827,1.2,5.4,6.7,4.5,1.2,0.9,21.0,ROY-1,16.442055649270696
133,Chet Holmgren,OKC,13731368.0,$254431368,holmgch01,72,23,OKC,PF,6.3,0.557,1.3,0.362,5.0,0.646,0.614,3.3,0.792,1.9,7.0,8.9,1.7,0.6,1.9,17.1,DPOY-2AS,16.435193408614776
134,Josh Green,CHO,13666667.0,$28345679,greenjo02,434,25,CHO,SG,1.4,0.459,1.0,0.42,0.4,0.581,0.619,0.4,0.893,0.8,1.0,1.8,0.8,0.6,0.1,4.3,,16.430470360390714
135,Grant Williams,CHO,13645500.0,$27911250,willigr01,325,27,CHO,PF,2.2,0.426,1.4,0.388,0.7,0.531,0.568,1.2,0.815,1.3,2.7,3.9,1.6,0.5,0.5,7.0,,16.428920354912364
136,Bobby Portis,MIL,13445754.0,$27967168,portibo01,125,30,MIL,PF,5.5,0.488,2.0,0.456,3.4,0.509,0.578,0.7,0.706,1.3,5.1,6.4,1.6,0.6,0.2,13.7,,16.41417392643992
137,Kelly Olynyk,SAS,13445122.0,$13445122,olynyke01,484,34,SAS,C,1.1,0.49,0.3,0.255,0.8,0.714,0.552,0.6,0.711,0.6,1.2,1.8,1.2,0.4,0.1,3.2,,16.41412692164914
138,Victor Wembanyama,SAS,13376880.0,$30245126,wembavi01,17,22,SAS,C,8.6,0.512,1.9,0.349,6.7,0.59,0.569,5.8,0.827,2.0,9.5,11.5,3.1,1.0,3.1,25.0,DPOY-1AS,16.40903840161627
139,Robert Williams,POR,13285713.0,$13285713,williro04,335,28,POR,C,3.0,0.708,0.2,0.391,2.8,0.74,0.726,0.6,0.596,2.4,4.6,7.0,1.0,0.6,1.5,6.7,,16.402199805288017
140,Zaccharie Risacher,ATL,13197720.0,$27023760,risacza01,224,20,ATL,SF,3.6,0.455,1.4,0.368,2.2,0.536,0.544,0.9,0.644,1.1,2.8,3.8,1.1,0.9,0.5,9.6,,16.395554645364797
141,Mitchell Robinson,NYK,12954546.0,$12954546,robinmi01,377,27,NYK,C,2.5,0.723,0.0,,2.5,0.723,0.723,0.7,0.408,4.2,4.6,8.8,0.9,0.9,1.2,5.7,6MOY-8,16.37695732697987
142,Coby White,CHO,12888889.0,$12888889,whiteco01,67,25,2TM,SG,5.6,0.446,2.3,0.362,3.3,0.534,0.539,3.9,0.817,0.3,3.1,3.4,4.0,0.5,0.1,17.4,,16.37187618035511
142,Coby White,CHO,12888889.0,$12888889,whiteco01,67,25,CHI,SG,5.9,0.438,2.5,0.346,3.4,0.541,0.529,4.3,0.805,0.2,3.5,3.7,4.7,0.7,0.1,18.6,,16.37187618035511
142,Coby White,CHO,12888889.0,$12888889,whiteco01,67,25,CHO,SG,5.0,0.461,2.0,0.391,3.0,0.525,0.554,3.5,0.839,0.5,2.5,3.0,3.0,0.2,0.1,15.6,,16.37187618035511
143,Dorian Finney-Smith,HOU,12700000.0,$39370000,finnedo01,476,32,HOU,PF,1.2,0.333,0.7,0.27,0.5,0.531,0.436,0.2,0.889,0.9,1.6,2.5,1.0,0.4,0.2,3.3,,16.35711255142882
144,Brandon Clarke,MEM,12500000.0,$25000000,clarkbr01,451,29,MEM,PF,1.5,0.333,0.0,,1.5,0.333,0.333,1.0,0.5,2.0,1.0,3.0,0.5,1.0,0.0,4.0,,16.34123920227253
145,Dylan Harper,SAS,12370320.0,$25359360,harpedy01,167,19,SAS,SG,4.8,0.505,0.9,0.343,3.9,0.565,0.551,1.3,0.756,0.8,2.6,3.4,3.9,0.8,0.3,11.8,ROY-46MOY-11,16.330810613072067
146,Isaiah Joe,OKC,12362338.0,$23685344,joeis01,184,26,OKC,SG,3.5,0.455,2.5,0.423,0.9,0.574,0.622,1.5,0.894,0.5,2.1,2.5,1.3,0.7,0.2,11.1,,16.330165150681644
147,Jabari Smith Jr.,HOU,12350392.0,$134350392,smithja05,91,22,HOU,PF,5.7,0.45,2.3,0.363,3.4,0.537,0.541,2.1,0.775,1.4,5.5,6.9,1.9,0.7,0.9,15.8,,16.329198361425217
148,Donte DiVincenzo,MIN,11990000.0,$24525000,divindo01,153,29,MIN,SG,4.1,0.406,3.0,0.379,1.2,0.497,0.552,1.0,0.743,0.8,3.3,4.1,3.8,1.3,0.4,12.2,,16.299583527003698
149,Brandon Miller,CHO,11968800.0,$27073426,millebr02,42,23,CHO,SF,7.0,0.435,3.1,0.383,3.8,0.489,0.533,3.1,0.892,1.1,3.8,4.9,3.3,1.0,0.7,20.2,,16.29781382188216
150,Alex Sarr,WAS,11808240.0,$24178920,sarral01,86,20,WAS,C,6.6,0.482,1.0,0.333,5.5,0.526,0.52,2.1,0.692,2.2,5.2,7.4,2.7,0.8,2.0,16.3,,16.28430815081909
151,Davion Mitchell,MIA,11600000.0,$24000000,mitchda01,231,27,MIA,PG,3.7,0.49,1.3,0.395,2.4,0.561,0.574,0.6,0.646,0.5,2.2,2.7,6.5,1.0,0.2,9.3,,16.266515656076592
152,Moses Moody,GSW,11574075.0,$37500000,moodymo01,158,23,GSW,SG,4.1,0.44,2.5,0.401,1.6,0.522,0.575,1.5,0.77,0.9,2.5,3.3,1.6,1.0,0.6,12.1,,16.2642782411364
153,Jarred Vanderbilt,LAL,11571429.0,$24000000,vandeja01,431,26,LAL,PF,1.7,0.471,0.4,0.293,1.3,0.596,0.531,0.5,0.589,1.2,3.3,4.5,1.3,0.8,0.3,4.4,,16.264049600618435
154,Matisse Thybulle,POR,11550000.0,$11550000,thybuma01,369,28,POR,SG,1.9,0.433,1.2,0.398,0.7,0.512,0.571,0.7,0.84,0.6,1.4,2.0,0.9,2.0,0.5,5.8,,16.26219599493208
155,Gabe Vincent,ATL,11500000.0,$11500000,vincega01,425,29,2TM,PG,1.4,0.352,1.1,0.341,0.3,0.395,0.488,0.4,0.87,0.3,0.7,1.0,1.4,0.5,0.1,4.4,,16.25785759333348
155,Gabe Vincent,ATL,11500000.0,$11500000,vincega01,425,29,LAL,PG,1.6,0.346,1.3,0.369,0.2,0.259,0.492,0.3,0.909,0.2,0.7,0.9,1.3,0.5,0.0,4.8,,16.25785759333348
155,Gabe Vincent,ATL,11500000.0,$11500000,vincega01,425,29,ATL,PG,1.3,0.36,0.9,0.3,0.4,0.625,0.483,0.4,0.833,0.4,0.7,1.1,1.6,0.5,0.1,3.9,,16.25785759333348
156,Keegan Murray,SAC,11144093.0,$151144093,murrake02,118,25,SAC,PF,5.5,0.42,1.3,0.277,4.1,0.505,0.472,1.7,0.776,1.4,4.3,5.7,1.7,1.0,1.6,14.0,,16.226420139704874
157,VJ Edgecombe,PHI,11108880.0,$22772760,edgecvj01,89,20,PHI,SG,6.0,0.438,2.0,0.354,4.0,0.496,0.51,2.0,0.818,1.6,4.0,5.6,4.2,1.4,0.5,16.0,ROY-3,16.223255346453126
158,Aaron Nesmith,IND,11000000.0,$62389440,nesmiaa01,121,26,IND,SF,4.7,0.414,2.3,0.379,2.4,0.455,0.517,2.0,0.829,1.1,3.1,4.2,1.9,0.6,0.5,13.8,,16.213405830762646
159,Luke Kornet,SAS,11000000.0,$24000000,kornelu01,339,30,SAS,C,2.6,0.643,0.0,,2.6,0.643,0.643,1.4,0.825,2.7,3.4,6.1,1.9,0.5,1.0,6.5,,16.213405830762646
160,Isaac Okoro,CHI,11000000.0,$22814814,okorois01,232,25,CHI,SG,3.3,0.46,1.2,0.33,2.2,0.58,0.539,1.4,0.795,1.1,1.7,2.7,1.6,0.7,0.5,9.3,,16.213405830762646
161,Luke Kennard,LAL,11000000.0,$11000000,kennalu01,264,29,2TM,SG,3.0,0.533,1.5,0.478,1.5,0.601,0.665,0.8,0.913,0.4,1.9,2.3,2.2,0.7,0.1,8.4,,16.213405830762646
161,Luke Kennard,LAL,11000000.0,$11000000,kennalu01,264,29,ATL,SG,2.8,0.538,1.6,0.497,1.2,0.604,0.692,0.7,0.914,0.4,1.7,2.2,2.1,0.7,0.1,7.9,,16.213405830762646
161,Luke Kennard,LAL,11000000.0,$11000000,kennalu01,264,29,LAL,SG,3.3,0.527,1.3,0.448,2.0,0.598,0.633,1.0,0.912,0.4,2.2,2.6,2.4,0.7,0.1,9.0,,16.213405830762646
162,Maxi Kleber,LAL,11000000.0,$11000000,klebima01,535,34,LAL,PF,0.8,0.452,0.1,0.231,0.6,0.574,0.493,0.3,0.538,0.8,1.1,2.0,0.6,0.4,0.3,2.0,,16.213405830762646
163,Wendell Carter Jr.,ORL,10850000.0,$48502160,cartewe01,166,26,ORL,C,4.2,0.512,0.9,0.319,3.3,0.618,0.568,2.5,0.792,2.1,5.3,7.4,2.0,0.8,0.6,11.8,,16.199675637950744
164,Mike Conley,CHO,11499872.0,$10774038,conlemi01,419,38,MIN,PG,1.3,0.335,1.0,0.337,0.3,0.327,0.465,0.8,0.9,0.3,1.4,1.7,2.9,0.6,0.3,4.5,,16.257846462836753
165,Scoot Henderson,POR,10748040.0,$24333563,hendesc01,112,21,POR,PG,4.8,0.418,1.9,0.352,2.9,0.478,0.501,2.8,0.84,0.6,2.1,2.7,3.7,0.9,0.3,14.2,,16.19023397033322
166,Jordan Clarkson,UTA,12947835.0,$10651561,clarkjo01,255,33,NYK,SG,3.3,0.451,1.0,0.327,2.3,0.535,0.517,1.1,0.83,0.9,0.9,1.8,1.3,0.4,0.1,8.6,,16.37643915066626
167,Reed Sheppard,HOU,10603560.0,$21712440,sheppre01,133,21,HOU,SG,5.0,0.43,2.8,0.394,2.2,0.486,0.55,0.8,0.802,0.3,2.6,2.9,3.4,1.5,0.7,13.5,6MOY-6,16.176700351754228
168,Jonas Valančiūnas,DEN,10395000.0,$10395000,valanjo01,254,33,DEN,C,3.5,0.582,0.1,0.308,3.4,0.602,0.592,1.6,0.772,1.6,3.4,5.1,1.2,0.2,0.6,8.7,,16.15683547927425
169,T.J. McConnell,IND,10200000.0,$33000000,mccontj01,227,33,IND,PG,4.3,0.538,0.3,0.32,4.0,0.565,0.556,0.4,0.862,0.4,1.8,2.2,5.1,1.0,0.2,9.4,,16.1378982782545
170,Royce O'Neale,PHO,10125000.0,$32625000,onealro01,220,32,PHO,SF,3.4,0.421,2.7,0.408,0.7,0.486,0.59,0.3,0.711,0.8,4.0,4.8,2.7,1.1,0.4,9.8,,16.130518170956876
171,Jaden Ivey,CHI,10107163.0,$10107163,iveyja01,258,23,2TM,SG,3.1,0.445,1.4,0.373,1.7,0.525,0.543,1.0,0.809,0.6,1.8,2.5,1.8,0.6,0.4,8.5,,16.128754938363183
171,Jaden Ivey,CHI,10107163.0,$10107163,iveyja01,258,23,DET,SG,3.0,0.45,1.3,0.372,1.7,0.533,0.545,0.9,0.789,0.6,1.6,2.2,1.6,0.5,0.4,8.2,,16.128754938363183
171,Jaden Ivey,CHI,10107163.0,$10107163,iveyja01,258,23,CHI,SG,3.8,0.417,2.0,0.381,1.8,0.467,0.528,2.0,0.889,1.3,3.5,4.8,4.0,2.0,0.5,11.5,,16.128754938363183
172,Aaron Wiggins,OKC,10102803.0,$27672900,wiggiaa01,229,27,OKC,SG,3.6,0.431,1.5,0.356,2.1,0.508,0.521,0.8,0.736,0.6,2.4,3.1,1.7,0.9,0.4,9.4,,16.128323468061094
173,Sam Hauser,BOS,10044644.0,$45000000,hausesa01,237,28,BOS,PF,3.2,0.419,2.5,0.393,0.7,0.557,0.584,0.2,0.85,0.7,3.1,3.8,1.5,0.5,0.3,9.2,,16.12255011508547
174,Kon Knueppel,CHO,10015680.0,$20532240,knuepko01,58,20,CHO,SF,6.4,0.475,3.4,0.425,3.0,0.548,0.601,2.4,0.863,1.2,4.1,5.3,3.4,0.7,0.2,18.5,ROY-2,16.119662422929853
175,Derrick Jones Jr.,LAC,10000000.0,$20476190,jonesde02,211,28,LAC,SF,3.8,0.499,1.1,0.359,2.7,0.593,0.571,1.4,0.763,1.2,2.2,3.5,1.4,0.9,1.0,10.1,,16.11809565095832
176,Lonzo Ball,UTA,10000000.0,$10000000,balllo01,413,28,CLE,PG,1.5,0.301,1.1,0.272,0.4,0.448,0.415,0.4,0.667,0.7,3.3,4.0,3.9,1.3,0.3,4.6,,16.11809565095832
177,Amen Thompson,HOU,9690600.0,$21949209,thompam01,60,23,HOU,PG,7.1,0.534,0.3,0.216,6.7,0.573,0.545,3.8,0.779,3.0,4.8,7.8,5.3,1.5,0.6,18.3,DPOY-8,16.08666690145466
178,Caleb Martin,DAL,9594044.0,$19595537,martica02,455,30,DAL,SF,1.5,0.45,0.3,0.351,1.1,0.492,0.503,0.6,0.607,0.5,2.0,2.5,1.4,0.7,0.3,3.9,,16.07665304723334
179,Stephon Castle,SAS,9560520.0,$19576440,castlst01,79,21,SAS,PG,5.7,0.471,1.2,0.332,4.5,0.531,0.521,4.1,0.734,1.4,3.9,5.3,7.4,1.1,0.3,16.7,,16.073152676853763
180,Pat Connaughton,CHO,10739683.0,$10739683,connapa01,509,33,CHO,SG,0.9,0.447,0.5,0.404,0.4,0.515,0.571,0.3,0.65,0.4,1.1,1.5,0.4,0.3,0.0,2.6,,16.189456130780716
181,Buddy Hield,ATL,9219512.0,$18878048,hieldbu01,298,33,2TM,SG,2.8,0.437,1.5,0.349,1.4,0.6,0.55,0.6,0.811,0.5,1.7,2.3,1.4,0.8,0.2,7.6,,16.036832665715533
181,Buddy Hield,ATL,9219512.0,$18878048,hieldbu01,298,33,GSW,SG,3.0,0.433,1.5,0.344,1.4,0.6,0.545,0.6,0.794,0.6,1.9,2.5,1.5,0.8,0.2,8.0,,16.036832665715533
181,Buddy Hield,ATL,9219512.0,$18878048,hieldbu01,298,33,ATL,SG,1.9,0.481,1.0,0.412,0.9,0.6,0.611,0.4,1.0,0.1,1.0,1.1,0.7,0.3,0.0,5.1,,16.036832665715533
182,Kyle Anderson,MEM,9219512.0,$9219512,anderky01,349,32,3TM,SF,2.5,0.53,0.1,0.364,2.4,0.539,0.54,1.1,0.706,1.0,2.5,3.5,2.9,1.0,0.6,6.2,,16.036832665715533
182,Kyle Anderson,MEM,9219512.0,$9219512,anderky01,349,32,UTA,SF,2.9,0.523,0.2,0.6,2.7,0.519,0.537,1.3,0.658,1.0,2.4,3.3,3.1,1.2,0.5,7.1,,16.036832665715533
182,Kyle Anderson,MEM,9219512.0,$9219512,anderky01,349,32,MEM,SF,3.8,0.789,0.3,1.0,3.5,0.778,0.816,1.5,0.75,0.8,2.8,3.5,0.8,1.5,1.0,9.3,,16.036832665715533
182,Kyle Anderson,MEM,9219512.0,$9219512,anderky01,349,32,MIN,SF,1.8,0.473,0.0,0.0,1.8,0.507,0.473,0.9,0.773,1.1,2.6,3.7,3.3,0.8,0.6,4.6,,16.036832665715533
183,Bennedict Mathurin,LAC,9187573.0,$9187573,mathube01,66,23,2TM,SF,5.4,0.43,1.4,0.315,4.0,0.492,0.485,5.4,0.869,1.0,4.4,5.4,2.4,0.8,0.2,17.6,,16.033362368049893
183,Bennedict Mathurin,LAC,9187573.0,$9187573,mathube01,66,23,IND,SF,5.5,0.433,2.1,0.372,3.5,0.48,0.514,4.6,0.884,0.8,4.6,5.4,2.3,0.6,0.1,17.8,,16.033362368049893
183,Bennedict Mathurin,LAC,9187573.0,$9187573,mathube01,66,23,LAC,SF,5.2,0.426,0.7,0.207,4.6,0.502,0.453,6.3,0.858,1.3,4.2,5.5,2.5,1.0,0.3,17.4,,16.033362368049893
184,Ace Bailey,UTA,9069840.0,$18592920,baileac01,120,19,UTA,SF,5.5,0.443,1.9,0.344,3.6,0.522,0.52,0.9,0.75,1.4,2.8,4.2,1.8,0.8,0.7,13.8,,16.020465181362404
185,Naji Marshall,DAL,9000000.0,$18428571,marshna01,96,28,DAL,SF,5.7,0.51,0.8,0.291,4.8,0.587,0.548,3.1,0.76,0.9,3.8,4.7,3.3,1.1,0.1,15.2,,16.012735135300492
186,Jalen Smith,CHI,9000000.0,$18428571,smithja04,208,25,CHI,C,3.7,0.483,1.5,0.373,2.1,0.614,0.584,1.3,0.742,1.8,4.8,6.7,1.2,0.5,0.8,10.2,,16.012735135300492
